,source_alphabet_size,source_density,source_dimension,source_stationary_state,source_membership_functions,training_length,ci_words_length,target_dimension,nll_source,nll_learned
206,6,1.0,16,True,"get_beta, arg_sum=32",100000,2,14,2.7070154201129357,2.7070154201129357
207,6,1.0,16,True,"get_beta, arg_sum=32",100000,2,16,2.7070154201129357,2.7070154201129357
208,6,1.0,16,True,"get_beta, arg_sum=128",100000,2,2,2.9239422440006884,2.9239422440006884
209,6,1.0,16,True,"get_beta, arg_sum=128",100000,2,4,2.9239422440006884,2.9239422440006884
210,6,1.0,16,True,"get_beta, arg_sum=128",100000,2,6,2.9239422440006884,2.9239422440006884
211,6,1.0,16,True,"get_beta, arg_sum=128",100000,2,8,2.9239422440006884,2.9239422440006884
212,6,1.0,16,True,"get_beta, arg_sum=128",100000,2,10,2.9239422440006884,2.9239422440006884
213,6,1.0,16,True,"get_beta, arg_sum=128",100000,2,12,2.9239422440006884,2.9239422440006884
214,6,1.0,16,True,"get_beta, arg_sum=128",100000,2,14,2.9239422440006884,2.9239422440006884
215,6,1.0,16,True,"get_beta, arg_sum=128",100000,2,16,2.9239422440006884,2.9239422440006884
